"","Seg_ID","SIGN1","STFIPS","NEVI","Has_EV","No_Tesla","Traffic","Short_Road","LENGTH","ID","AFC"
"248","016  60393 000000_17_31_1","016  60393 000000",17,0,1,1,36873.5714285714,TRUE,0.953952164866884,248,FALSE
"249","016  80025 000000_17_31_1","016  80025 000000",17,0,0,0,1490,TRUE,0.643972014230096,249,FALSE
"250","016  80701 000000_17_31_1","016  80701 000000",17,0,0,0,8503,TRUE,0.125302013095925,250,FALSE
"251","016  80703 000000_17_31_1","016  80703 000000",17,0,1,1,10365,TRUE,0.281064796779642,251,FALSE
"252","016  80710 000000_17_31_1","016  80710 000000",17,0,1,1,5736,TRUE,0.715178343734409,252,FALSE
"253","016  91048 000000_17_31_1","016  91048 000000",17,0,0,0,1660,TRUE,0.500848915283541,253,FALSE
"254","016  91049 000000_17_31_1","016  91049 000000",17,0,0,0,2616,TRUE,1.51589026333997,254,FALSE
"255","016  91270 000000_17_31_1","016  91270 000000",17,0,1,1,11773,TRUE,0.205755276445729,255,FALSE
"256","016  91297 000000_17_31_1","016  91297 000000",17,0,0,0,11471,TRUE,0.339592958621253,256,FALSE
"257","016  91334 000000_17_31_1","016  91334 000000",17,0,1,1,10188.5,TRUE,1.78756369565786,257,FALSE
"258","016  91349 000000_17_31_1","016  91349 000000",17,0,1,1,20527.6666666667,TRUE,2.61562338605396,258,FALSE
"259","016  91362 000000_17_31_1","016  91362 000000",17,1,1,1,17445,TRUE,0.466631255104561,259,FALSE
"260","016  91366 000000_17_31_1","016  91366 000000",17,0,1,1,13434,TRUE,1.7200757421607,260,FALSE
"261","016  91373 000000_17_31_1","016  91373 000000",17,0,1,1,2968,TRUE,0.347090765927434,261,FALSE
"262","016  91374 000000_17_31_1","016  91374 000000",17,1,1,1,16368.8333333333,TRUE,3.92241333812825,262,FALSE
"263","016  91376 000000_17_31_1","016  91376 000000",17,0,1,1,24477.5,TRUE,1.99019437741267,263,FALSE
"264","016  91398 000000_17_31_1","016  91398 000000",17,1,1,1,20528,TRUE,1.34934189280827,264,FALSE
"265","016  91414 000000_17_31_1","016  91414 000000",17,1,1,1,4538,TRUE,0.854155122078484,265,FALSE
"266","016  91419A000000_17_31_1","016  91419A000000",17,1,1,1,11471,TRUE,0.853721185484421,266,FALSE
"267","016  91421 000000_17_31_1","016  91421 000000",17,0,1,1,10470.75,TRUE,0.85245472031238,267,FALSE
"268","016  91422 000000_17_31_1","016  91422 000000",17,0,1,1,6943,TRUE,0.851924168555676,268,FALSE
"269","016  91459 000000_17_31_1","016  91459 000000",17,1,1,1,10540.5,TRUE,1.8664234402404,269,FALSE
"270","016  91463 000000_17_31_1","016  91463 000000",17,1,1,1,8302,TRUE,0.527665870031982,270,TRUE
"271","016  91489 000000_17_31_1","016  91489 000000",17,0,1,1,16106.2,TRUE,2.10161585282926,271,FALSE
"272","016  91501 000000_17_31_1","016  91501 000000",17,0,0,0,10465,TRUE,0.309481617275395,272,TRUE
"273","016  91513 000000_17_31_1","016  91513 000000",17,0,0,0,10666,TRUE,2.99166619535199,273,FALSE
"274","016  91519 000000_17_31_1","016  91519 000000",17,0,1,1,13282.5,TRUE,0.577378472346644,274,TRUE
"275","016  91529 000000_17_31_1","016  91529 000000",17,0,1,1,10314,TRUE,0.499377688580511,275,TRUE
"276","016  91537 000000_17_31_1","016  91537 000000",17,0,0,0,7945,TRUE,0.28456736819809,276,FALSE
"277","016  91548 000000_17_31_1","016  91548 000000",17,0,1,1,19428,TRUE,5.96576765758292,277,FALSE
"278","016  91569 000000_17_31_1","016  91569 000000",17,0,1,1,14792,TRUE,2.71691054114009,278,FALSE
"279","016  91570 000000_17_31_1","016  91570 000000",17,0,0,0,11572,TRUE,1.19677673032936,279,FALSE
"280","016  91574 000000_17_31_1","016  91574 000000",17,0,1,1,15119.5,TRUE,1.68377108999092,280,FALSE
"281","016  91576 000000_17_31_1","016  91576 000000",17,0,1,1,9167.2,TRUE,1.65662908359323,281,FALSE
"282","016  91581 000000_17_31_1","016  91581 000000",17,0,0,0,21132,TRUE,0.557810868753856,282,FALSE
"283","016  91586 000000_17_31_1","016  91586 000000",17,0,0,0,2264,TRUE,0.825886217248091,283,FALSE
"284","016  91609 000000_17_31_1","016  91609 000000",17,0,1,0,26050,TRUE,0.453230227094174,284,TRUE
"285","016  91614 000000_17_31_1","016  91614 000000",17,0,0,0,9094.25,TRUE,0.643991512413662,285,TRUE
"286","016  91618 000000_17_31_1","016  91618 000000",17,0,1,0,13887,TRUE,0.515249770676271,286,TRUE
"287","016  91632 000000_17_31_1","016  91632 000000",17,0,0,0,24620,TRUE,1.80824035774708,287,FALSE
"288","016  91664 000000_17_31_1","016  91664 000000",17,0,0,0,3321,TRUE,1.42458601996758,288,FALSE
"289","016  91691 000000_17_31_1","016  91691 000000",17,0,0,0,6641,TRUE,0.445781203438274,289,FALSE
"290","016  92537A000000_17_31_1","016  92537A000000",17,0,0,0,5585,TRUE,0.774072022039262,290,FALSE
"291","016  92562 000000_17_31_1","016  92562 000000",17,0,1,1,11673,TRUE,0.430682874673675,291,FALSE
"292","016  92626 000000_17_31_1","016  92626 000000",17,0,1,1,23815,TRUE,1.86475169008096,292,FALSE
"293","016  92685 000000_17_43_1","016  92685 000000",17,0,0,0,5870,TRUE,2.96587071157198,293,FALSE
"294","016  92719 000000_17_31_1","016  92719 000000",17,0,1,1,8553,TRUE,1.38205083587322,294,FALSE
"295","016  92755 000000_17_31_1","016  92755 000000",17,0,1,1,21031,TRUE,0.335139303815816,295,FALSE
"296","016  92760 000000_17_31_1","016  92760 000000",17,0,0,0,12528.5,TRUE,0.563338610453235,296,FALSE
"297","016  92802 000000_17_31_1","016  92802 000000",17,0,0,0,4377,TRUE,0.260116778216255,297,FALSE
"298","016  92827 000000_17_31_1","016  92827 000000",17,0,0,0,2365,TRUE,0.541996692321538,298,FALSE
"299","016  92831 000000_17_31_1","016  92831 000000",17,0,1,0,11907.3333333333,TRUE,1.46122113931454,299,FALSE
"300","016  92839 000000_17_31_1","016  92839 000000",17,0,0,0,17006,TRUE,0.408217304727055,300,TRUE
"301","016  92843 000000_17_31_1","016  92843 000000",17,0,1,0,10516,TRUE,0.429109372052227,301,TRUE
"302","016  92850 000000_17_31_1","016  92850 000000",17,1,1,1,24251,TRUE,0.799926956431469,302,FALSE
"303","016  92853 000000_17_31_1","016  92853 000000",17,1,1,1,21198.8333333333,TRUE,2.64925913143356,303,FALSE
"304","016  92865A000000_17_31_1","016  92865A000000",17,0,1,1,21002.5,TRUE,0.447696409507184,304,FALSE
"305","016  92875 000000_17_31_1","016  92875 000000",17,1,1,1,10264,TRUE,0.711575473146078,305,FALSE
"306","016  92897 000000_17_31_1","016  92897 000000",17,0,1,1,2616.5,TRUE,0.670000689888594,306,TRUE
"307","016  92898 000000_17_31_1","016  92898 000000",17,0,1,1,3136,TRUE,1.19173520764467,307,TRUE
"308","016  92906 000000_17_31_1","016  92906 000000",17,0,0,0,7295,TRUE,0.252366010986346,308,FALSE
"309","016  92907 000000_17_31_1","016  92907 000000",17,1,1,1,18517,TRUE,1.11145637804728,309,FALSE
"310","016  92925 000000_17_31_1","016  92925 000000",17,0,1,1,1006,TRUE,0.208148283253745,310,FALSE
"311","016  92934 000000_17_31_1","016  92934 000000",17,0,1,1,1509,TRUE,2.40523179108431,311,FALSE
"312","016  92943 000000_17_31_1","016  92943 000000",17,0,0,0,14289,TRUE,1.46857458710073,312,FALSE
"313","016  92957 000000_17_31_1","016  92957 000000",17,0,1,1,7232.75,TRUE,4.06005409655478,313,FALSE
"314","016  93513 000000_17_31_1","016  93513 000000",17,0,1,1,19065.8,TRUE,3.70114276089178,314,FALSE
"315","016  93533 000000_17_31_1","016  93533 000000",17,0,1,1,11822.5,TRUE,1.86284869861083,315,FALSE
"316","016  93542 000000_17_31_1","016  93542 000000",17,1,1,1,21132,TRUE,0.151386196252729,316,TRUE
"317","016  93592 000000_17_31_1","016  93592 000000",17,0,0,0,12276,TRUE,0.248004540236052,317,FALSE
"318","016  93761 000000_17_31_1","016  93761 000000",17,0,1,1,9627,TRUE,2.93749920690074,318,FALSE
"319","016  93787 000000_17_31_1","016  93787 000000",17,0,0,0,18616,TRUE,1.00337038629627,319,FALSE
"320","016  B_46_103_1","016  B",46,0,0,0,3650,TRUE,0.563709145821185,320,FALSE
"321","016-WK-9001  -000_21_31_1","016-WK-9001  -000",21,0,0,0,7708,TRUE,0.854883937415883,321,TRUE
"322","016-WN-9007  -000_21_31_1","016-WN-9007  -000",21,0,0,0,10463.5,FALSE,17.0584787761666,322,TRUE
"323","01664AIN090_16_79_1","01664AIN090",16,0,0,0,2500,TRUE,1.26425986984893,323,TRUE
"324","016P100012_53_53_1","016P100012",53,0,1,1,0,TRUE,0.116032069084663,324,TRUE
"325","016R100074_53_53_1","016R100074",53,0,1,1,0,TRUE,0.105501198845976,325,TRUE
"326","017902868601591010_22_17_1","017902868601591010",22,0,0,0,0,TRUE,0.354030906256339,326,TRUE
"327","019  09700 001435_17_37_1","019  09700 001435",17,0,1,1,12450,TRUE,1.53223884580049,327,FALSE
"328","019-CS-1006  -000_21_37_1","019-CS-1006  -000",21,0,1,1,18601,TRUE,0.0932454237181864,328,TRUE
"329","019-KY-0008  -000_21_37_1","019-KY-0008  -000",21,0,1,1,17685,TRUE,0.465994295339894,329,FALSE
"330","019-KY-0471  -000_21_37_1","019-KY-0471  -000",21,0,1,1,33928,TRUE,0.713247395439113,330,FALSE
"331","019-KY-1120  -000_21_37_1","019-KY-1120  -000",21,0,1,1,12096.75,TRUE,1.5457931489224,331,FALSE
"332","019-US-0027  -001_21_37_1","019-US-0027  -001",21,0,1,1,6860.66666666667,TRUE,0.839329761774315,332,FALSE
"333","019-US-0027  -010_21_37_1","019-US-0027  -010",21,0,1,1,0,TRUE,0.084774142356463,333,TRUE
"334","0196S_23_1_1","0196S",23,0,1,1,6955.25,TRUE,0.75221832983142,334,FALSE
"335","01_0070P1_28_1_1","01_0070P1",28,0,1,0,6861,TRUE,0.667037048359815,335,FALSE
"336","01_0302P1_28_1_1","01_0302P1",28,0,1,0,4064,TRUE,0.143007571094334,336,FALSE
"337","01_0927P1_28_1_1","01_0927P1",28,0,0,0,6861,TRUE,0.742542033090864,337,FALSE
"338","020-06-2-010_22_65_1","020-06-2-010",22,0,0,0,5550,TRUE,0.388058560944432,338,FALSE
"339","020-07-2-010_22_65_1","020-07-2-010",22,0,0,0,2975,TRUE,0.942200976316665,339,FALSE
"340","020-08-2-010_22_35_1","020-08-2-010",22,0,0,0,2200,TRUE,0.85717989327621,340,FALSE
"341","0200000000000002-D_27_119_1","0200000000000002-D",27,0,0,0,10966.6666666667,TRUE,0.427577628199912,341,FALSE
"342","02000039___34_3_1","02000039__",34,0,1,1,12771.2631578947,TRUE,9.26428149708472,342,FALSE
"343","020000411__34_3_1","020000411_",34,0,0,0,18366,TRUE,0.190284489145594,343,FALSE
"344","02000049S__34_3_1","02000049S_",34,0,0,0,8340,TRUE,0.293730028087546,344,FALSE
"345","02000059___34_3_1","02000059__",34,0,1,1,21579,TRUE,4.20712327137657,345,FALSE
"346","02000070___34_3_1","02000070__",34,0,1,1,6932.25,TRUE,3.77951220177201,346,FALSE
"347","020000801__34_3_1","020000801_",34,0,1,1,14605.1666666667,TRUE,6.33290824894913,347,FALSE
"348","02000094___34_3_1","02000094__",34,0,1,0,15046,TRUE,2.43587536550815,348,FALSE
"349","02000096___34_3_1","02000096__",34,0,1,1,14364,TRUE,3.09720869671537,349,FALSE
"350","020001242__34_3_1","020001242_",34,0,1,1,17634,TRUE,0.295974110257536,350,FALSE
"351","02000CO00940  01SS**************_24_3_1","02000CO00940  01SS**************",24,0,1,1,0,TRUE,0.23082036720985,351,TRUE
"352","02000CO04645--1-----_24_3_1","02000CO04645--1-----",24,0,1,1,3230,TRUE,0.345000378695839,352,FALSE
"353","02000CO05464--1-----_24_3_1","02000CO05464--1-----",24,0,1,1,39368.6,TRUE,2.2777521685561,353,FALSE
"354","02000CO05496--1-----_24_3_1","02000CO05496--1-----",24,0,1,1,26960,TRUE,0.225548280197833,354,FALSE
"355","02000CO05768  01SS**************_24_3_1","02000CO05768  01SS**************",24,0,1,1,0,TRUE,0.603001264356432,355,TRUE
"356","02000IS00895A-1-----_24_3_1","02000IS00895A-1-----",24,0,1,1,24470,TRUE,0.338990443400499,356,TRUE
"357","02000IS00895B-1-----_24_3_1","02000IS00895B-1-----",24,0,1,1,22601.4285714286,TRUE,2.44983137701575,357,FALSE
"358","02000MD00103  01NN**************_24_3_1","02000MD00103  01NN**************",24,0,1,1,0,TRUE,0.514010579638507,358,TRUE
"359","02000MD00162--1-----_24_3_1","02000MD00162--1-----",24,1,1,1,21102,TRUE,2.33351119492608,359,FALSE
"360","02000MD00176--1-----_24_3_1","02000MD00176--1-----",24,0,1,1,28672,TRUE,0.258389612920667,360,TRUE
"361","02000MD00176B 01EE**************_24_3_1","02000MD00176B 01EE**************",24,1,1,1,0,TRUE,0.144047954888635,361,TRUE
"362","02000MD00648E-1-----_24_3_1","02000MD00648E-1-----",24,0,1,1,16812,TRUE,0.379305271001072,362,TRUE
"363","02000S81___34_3_1","02000S81__",34,0,1,1,15727,TRUE,0.417526852119375,363,FALSE
"364","02000S89___34_3_1","02000S89__",34,0,1,1,10147,TRUE,0.282743451683115,364,FALSE
"365","02005AOH000_16_1_1","02005AOH000",16,0,1,1,37000,TRUE,0.163682880620383,365,TRUE
"366","02017AOH000_16_55_1","02017AOH000",16,0,0,0,12111.1111111111,TRUE,4.79910106697074,366,FALSE
"367","02031258___34_3_1","02031258__",34,0,1,1,6398,TRUE,0.0115185702182183,367,FALSE
"368","02040011800E_45_3_1","02040011800E",45,0,0,0,14800,TRUE,1.36745114990904,368,FALSE
"369","02040030200E_45_3_1","02040030200E",45,0,0,0,26800,TRUE,0.110944272366765,369,FALSE
"370","02041AIN084_16_27_1","02041AIN084",16,0,1,1,17357.1428571429,TRUE,1.60127547513826,370,FALSE
"371","02041DIN084_16_27_1","02041DIN084",16,0,1,1,7000,TRUE,0.145988597929003,371,FALSE
"372","02042AIN084_16_27_1","02042AIN084",16,0,1,1,23030.303030303,TRUE,5.8371281895216,372,FALSE
"373","02042DIN084_16_27_1","02042DIN084",16,0,1,1,12000,TRUE,1.05402705318597,373,FALSE
"374","02044AOH000_16_5_1","02044AOH000",16,0,0,0,7800,TRUE,0.0678045047886397,374,FALSE
"375","02151042___34_3_1","02151042__",34,0,0,0,958,TRUE,0.0876917770102461,375,FALSE
"376","02151676___34_3_1","02151676__",34,0,0,0,1494,TRUE,0.194766318136034,376,TRUE
"377","02151677___34_3_1","02151677__",34,0,0,0,7750,TRUE,2.16038194478149,377,FALSE
"378","02191168___34_3_1","02191168__",34,1,1,1,3829,TRUE,0.0793390830637066,378,TRUE
"379","021A_8_41_1","021A",8,0,1,0,22000,TRUE,7.84586459518492,379,FALSE
"380","021B_8_41_1","021B",8,0,1,1,55428.5714285714,FALSE,11.7418574321933,380,FALSE
"381","022  20345A000000_17_43_1","022  20345A000000",17,0,0,0,25388,TRUE,1.0454713872503,381,FALSE
"382","022  20361 000000_17_43_1","022  20361 000000",17,0,0,0,15346.2142857143,TRUE,5.8161946996682,382,FALSE
"383","022  20362 000000_17_43_1","022  20362 000000",17,0,1,1,23031.8571428571,TRUE,9.21869354434827,383,FALSE
"384","022  20363 000000_17_43_1","022  20363 000000",17,0,1,1,16600,TRUE,1.64100713404194,384,FALSE
"385","022  20364 000000_17_43_1","022  20364 000000",17,0,1,1,18440.6666666667,TRUE,6.16140532883045,385,FALSE
"386","022  20367 000000_17_43_1","022  20367 000000",17,0,1,1,33508.2222222222,TRUE,9.12441484944288,386,FALSE
"387","022  20369 000000_17_43_1","022  20369 000000",17,1,1,1,29893.6,FALSE,14.3923120713576,387,FALSE
"388","022  20856 000000_17_43_1","022  20856 000000",17,0,1,1,24176.7272727273,TRUE,9.70807087163273,388,FALSE
"389","022  50061B000000_17_43_1","022  50061B000000",17,0,0,0,22210,TRUE,1.13216363724664,389,FALSE
"390","022  80010 000000_17_43_1","022  80010 000000",17,0,1,1,3334,TRUE,0.192663205181582,390,FALSE
"391","022  91397 000000_17_43_1","022  91397 000000",17,0,0,0,21575,TRUE,0.869581375479325,391,FALSE
"392","022  91492 000000_17_43_1","022  91492 000000",17,0,1,1,1814,TRUE,0.142691522855433,392,FALSE
"393","022  91509 000000_17_43_1","022  91509 000000",17,1,1,1,19221,TRUE,0.246914597382633,393,FALSE
"394","022  92551 000000_17_43_1","022  92551 000000",17,0,0,0,6599,TRUE,0.424468395831183,394,FALSE
"395","022  92552 000000_17_43_1","022  92552 000000",17,0,1,1,23732.25,TRUE,2.58493647384954,395,FALSE
"396","022  92579 000000_17_43_1","022  92579 000000",17,0,1,1,7845,TRUE,0.0885128392679707,396,FALSE
"397","022  92581 000000_17_43_1","022  92581 000000",17,0,1,1,10094.75,TRUE,1.89350018287023,397,FALSE
"398","022  92590 000000_17_43_1","022  92590 000000",17,0,1,1,21575,TRUE,0.773446172096743,398,FALSE
"399","022  92611 000000_17_43_1","022  92611 000000",17,0,1,1,18240,TRUE,1.89450865208603,399,FALSE
"400","022  92612 000000_17_43_1","022  92612 000000",17,1,1,1,3481,TRUE,0.253492142297097,400,FALSE
"401","022  92615A000000_17_43_1","022  92615A000000",17,1,1,1,14391.25,TRUE,2.9236499244514,401,FALSE
"402","022  92650 000000_17_43_1","022  92650 000000",17,0,1,1,15462,TRUE,3.02478186316023,402,FALSE
"403","022  92651 000000_17_43_1","022  92651 000000",17,0,0,0,7404,TRUE,0.465083041209279,403,FALSE
"404","022  92678A000000_17_43_1","022  92678A000000",17,0,1,1,14514,TRUE,0.759302598383434,404,FALSE
"405","02201305___34_3_1","02201305__",34,0,1,1,1975,TRUE,0.153056343129354,405,FALSE
"406","022AEI00_41_29_1","022AEI00",41,0,1,1,16600,TRUE,0.505045847090358,406,TRUE
"407","022i_53_77_1","022i",53,0,1,1,9810,TRUE,3.29363839634467,407,FALSE
"408","023-09-2-010_22_61_1","023-09-2-010",22,0,0,0,8350,TRUE,0.31762777570442,408,FALSE
"409","02321149___34_3_1","02321149__",34,0,1,1,18519,TRUE,1.60121632297491,409,FALSE
"410","024-06-2-010_22_115_1","024-06-2-010",22,0,0,0,10250,TRUE,0.769689365194145,410,FALSE
"411","024-EB-9004  -000_21_47_1","024-EB-9004  -000",21,0,1,1,15900.2857142857,FALSE,28.4366856441326,411,TRUE
"412","02481229___34_3_1","02481229__",34,0,1,1,13588,TRUE,0.237808183126628,412,FALSE
"413","025-01-2-010_22_115_1","025-01-2-010",22,0,0,0,10500,TRUE,0.772876704467036,413,FALSE
"414","025-08-1-010_22_17_1","025-08-1-010",22,0,0,0,10900,TRUE,1.75882754194556,414,FALSE
"415","025-09-1-010_22_17_1","025-09-1-010",22,0,0,0,10900,TRUE,1.87002789488707,415,FALSE
"416","025-KY-1958  -000_21_49_1","025-KY-1958  -000",21,0,0,0,21021.6666666667,TRUE,2.79690827123697,416,FALSE
"417","025-KY-9000  -000_21_49_1","025-KY-9000  -000",21,0,0,0,12773,FALSE,11.8661689461253,417,TRUE
"418","025AQI00_41_33_1","025AQI00",41,0,1,1,6500,TRUE,0.0950136881051265,418,TRUE
"419","026-03-2-010_22_29_1","026-03-2-010",22,0,0,0,2000,TRUE,0.796117576229385,419,FALSE
"420","026-04-2-010_22_25_1","026-04-2-010",22,0,0,0,1575,TRUE,0.358070494925568,420,FALSE
"421","026-HR-9006  -000_21_51_1","026-HR-9006  -000",21,0,0,0,6873.5,FALSE,25.2336189741471,421,TRUE
"422","02600D00_41_5_1","02600D00",41,0,1,1,14080,TRUE,0.729560606229604,422,TRUE
"423","02611255___34_3_1","02611255__",34,0,1,1,5599,TRUE,0.145141291793484,423,FALSE
"424","02620AOH000_16_1_1","02620AOH000",16,0,0,0,13728,TRUE,5.57652635949953,424,FALSE
"425","02717AOH000_16_1_1","02717AOH000",16,0,0,0,11000,TRUE,0.0531707488010013,425,TRUE
"426","02720AOH000_16_1_1","02720AOH000",16,0,1,1,21000,TRUE,0.108379616141306,426,TRUE
"427","0274273001900_54_3_1","0274273001900",54,0,1,1,6517,TRUE,0.132237492644905,427,FALSE
"428","02800D00_41_59_1","02800D00",41,0,1,1,4525,TRUE,1.64618413857791,428,FALSE
"429","028COWENTCHi_53_17_1","028COWENTCHi",53,0,1,1,5666,TRUE,0.340189669264617,429,FALSE
"430","03  CENTER              RD_4_5_1","03  CENTER              RD",4,0,1,1,1472,TRUE,1.61185684473263,430,FALSE
"431","03  CORSAIR             DR_4_5_1","03  CORSAIR             DR",4,0,1,0,105,TRUE,0.278564447387962,431,FALSE
"432","03  SOUTH ENTRANCE      RD_4_5_1","03  SOUTH ENTRANCE      RD",4,0,1,1,1472,TRUE,2.63194635412402,432,FALSE
"433","03  SOUTH ENTRANCE (0)  RD_4_5_1","03  SOUTH ENTRANCE (0)  RD",4,0,1,1,1404,TRUE,0.338720839728873,433,FALSE
"434","03  SOUTH VILLAGE       LOOP_4_5_1","03  SOUTH VILLAGE       LOOP",4,0,1,1,1472,TRUE,0.204037188636301,434,FALSE
"435","030-AU-9005  -000_21_59_1","030-AU-9005  -000",21,0,0,0,9191,TRUE,7.53777095450065,435,TRUE
"436","030-CS-1060  -000_21_59_1","030-CS-1060  -000",21,0,0,0,1304,TRUE,0.378739505672817,436,FALSE
"437","030-KY-2155  -000_21_59_1","030-KY-2155  -000",21,0,0,0,11341,TRUE,2.44815011418923,437,FALSE
"438","030-KY-2155  -001_21_59_1","030-KY-2155  -001",21,0,0,0,9546,TRUE,1.32256120004011,438,FALSE
"439","030-KY-2262  -000_21_59_1","030-KY-2262  -000",21,0,0,0,7679,TRUE,1.28266369066643,439,FALSE
"440","030-KY-2831  -000_21_59_1","030-KY-2831  -000",21,0,0,0,19538,TRUE,2.57925458778551,440,FALSE
"441","030-WN-9007  -000_21_59_1","030-WN-9007  -000",21,0,0,0,9670,FALSE,10.8071369173099,441,TRUE
"442","0300000000000024-D_27_171_1","0300000000000024-D",27,0,1,0,0,TRUE,0.80017210074616,442,FALSE
"443","0300000000000032-D_27_113_1","0300000000000032-D",27,0,0,0,0,TRUE,1.44281165714399,443,FALSE
"444","0300000000000047-I_27_53_1","0300000000000047-I",27,0,1,1,12400,TRUE,0.901025005210973,444,FALSE
"445","0300000000000194-D_27_137_1","0300000000000194-D",27,0,1,1,0,TRUE,0.0692618990180107,445,TRUE
"446","03000010_12_21_1","03000010",12,0,1,1,2200,TRUE,0.511216006294053,446,FALSE
"447","03000CO00438--1-----_24_5_1","03000CO00438--1-----",24,0,1,1,21802,TRUE,0.899849492716089,447,FALSE
"448","03000CO00773--1-----_24_5_1","03000CO00773--1-----",24,0,1,1,46375,TRUE,0.235402277573071,448,TRUE
"449","03000CO00774--1-----_24_5_1","03000CO00774--1-----",24,0,1,1,14421,TRUE,0.404629926827577,449,TRUE
"450","03000CO00798--1-----_24_5_1","03000CO00798--1-----",24,0,1,1,27861,TRUE,0.132141958341424,450,TRUE
"451","03000CO00938--1-----_24_5_1","03000CO00938--1-----",24,0,1,1,12520,TRUE,0.910519756114039,451,TRUE
"452","03000CO01153--1-----_24_5_1","03000CO01153--1-----",24,0,1,1,26210,TRUE,1.04272005731256,452,FALSE
"453","03000CO01164--1-----_24_5_1","03000CO01164--1-----",24,0,1,1,11869.4,TRUE,0.894630004118881,453,FALSE
"454","03000CO01207--1-----_24_5_1","03000CO01207--1-----",24,0,1,1,26210,TRUE,0.102225289341581,454,FALSE
"455","03000CO01400--1-----_24_5_1","03000CO01400--1-----",24,0,1,1,23911,TRUE,2.39113686968365,455,FALSE
"456","03000CO01700--1-----_24_5_1","03000CO01700--1-----",24,0,1,1,13772,TRUE,1.38390738853744,456,FALSE
"457","03000CO01800--1-----_24_5_1","03000CO01800--1-----",24,0,1,1,13000,TRUE,0.602601714327508,457,FALSE
"458","03000CO02000--1-----_24_5_1","03000CO02000--1-----",24,0,1,1,18841,TRUE,3.15442302715464,458,FALSE
"459","03000CO02251--1-----_24_5_1","03000CO02251--1-----",24,0,1,1,23131,TRUE,1.1166527926332,459,FALSE
"460","03000CO03333--1-----_24_5_1","03000CO03333--1-----",24,0,1,1,23500,TRUE,1.93556453025605,460,FALSE
"461","03000CO04233--1-----_24_5_1","03000CO04233--1-----",24,0,1,1,14720,TRUE,0.0437761452511595,461,TRUE
"462","03000CO05212--1-----_24_5_1","03000CO05212--1-----",24,0,1,1,16611,TRUE,1.44954330628163,462,FALSE
"463","03000CO06779--1-----_24_5_1","03000CO06779--1-----",24,0,1,1,14790,TRUE,0.738842972670553,463,FALSE
"464","03000CO08762--1-----_24_5_1","03000CO08762--1-----",24,0,1,1,24715,TRUE,3.56170230778727,464,FALSE
"465","03000CO08890--1-----_24_5_1","03000CO08890--1-----",24,0,1,1,19951,TRUE,3.24593391994682,465,FALSE
"466","03000MD00940--1-----_24_5_1","03000MD00940--1-----",24,0,1,1,48974.6666666667,TRUE,1.49970219737738,466,FALSE
"467","03000OP07065--1-----_24_5_1","03000OP07065--1-----",24,0,1,0,10561,TRUE,0.0209584852304033,467,FALSE
"468","0302603_23_3_1","0302603",23,0,0,0,1838.25,TRUE,0.263120807135836,468,FALSE
"469","0302618_23_3_1","0302618",23,0,0,0,1747,TRUE,0.316843646128798,469,FALSE
"470","031-0-2013-0053_8_31_1","031-0-2013-0053",8,1,1,1,5800,TRUE,0.199521806990553,470,FALSE
"471","031-0-2013-0062_8_31_1","031-0-2013-0062",8,1,1,1,6633.33333333333,TRUE,0.197581723084721,471,FALSE
"472","031-0-2013-0072_8_31_1","031-0-2013-0072",8,1,1,1,7525,TRUE,0.355297143266631,472,FALSE
"473","031-0-2013-0074_8_31_1","031-0-2013-0074",8,0,1,1,44000,TRUE,1.22053624114221,473,FALSE
"474","031-0-2013-0085_8_31_1","031-0-2013-0085",8,1,1,1,15336.3636363636,TRUE,1.16514522531705,474,FALSE
